id,team_id,player_id,shirt_number,photo_url,position,created_at
38f34830-041d-45f5-afa8-4fa067e0e308,18da094d-7bfa-4077-932c-28123cfd0912,be27f83e-1b2e-43c4-ae3f-4651f838ba38,1,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/1b02a400-1402-4c6f-a669-cb47d5a6d191.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzFiMDJhNDAwLTE0MDItNGM2Zi1hNjY5LWNiNDdkNWE2ZDE5MS53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTU3NywiZXhwIjoxOTQ0NjI5NTc3fQ.Nvb64AHAj2vWtnQMJZGyq7r0N4VeqRrAAs9xeQLW8-I,,2026-08-17 03:23:08.881071+00
fd0b14c5-0fb9-47d9-96b8-af89e239358c,18da094d-7bfa-4077-932c-28123cfd0912,45d5ec5d-6ca9-4422-a7fd-09bdb802c259,22,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/05713411-a4aa-4d01-b2e2-670b873a9347.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzA1NzEzNDExLWE0YWEtNGQwMS1iMmUyLTY3MGI4NzNhOTM0Ny53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTU4NywiZXhwIjoxOTQ0NjI5NTg3fQ.VpvII0CnuEJhRC8sJC8L-Swzvc2Ve2zlT11ABkmSLHU,,2026-08-17 03:23:55.947286+00
dcceac76-2e3c-4281-a120-fb68a9dc1583,18da094d-7bfa-4077-932c-28123cfd0912,d0a9e55b-66ec-4030-8fd6-648bac5c15a4,21,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/4f9f7fc3-aebf-4fb2-83f5-74ca179bd3d9.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzRmOWY3ZmMzLWFlYmYtNGZiMi04M2Y1LTc0Y2ExNzliZDNkOS53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTYwNSwiZXhwIjoxOTQ0NjI5NjA1fQ.YnMQMjrLLRw7drpJunGMLwDVCK1RmEvNnMC-pVpa9v4,,2026-08-17 03:23:13.803843+00
25f37a6e-3882-4277-a3d5-313809429a11,18da094d-7bfa-4077-932c-28123cfd0912,4151d703-9d1e-4a26-9904-4ca9251cc4cd,4,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/91cab340-638f-40e6-8df1-0645e7ded918.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzkxY2FiMzQwLTYzOGYtNDBlNi04ZGYxLTA2NDVlN2RlZDkxOC53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTY0MCwiZXhwIjoxOTQ0NjI5NjQwfQ.j2tP2dtIAOY7MuhNysIvAOh0dp12SnbmOB_z4LY8k7s,,2026-08-17 06:51:35.556471+00
4195cbbc-b525-4399-a4e5-9a714b48397c,18da094d-7bfa-4077-932c-28123cfd0912,3c55adb7-3777-4e8f-b0e5-2d7500274d1f,3,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/5ce6c54a-2609-414a-b3ed-81e0fb10eb6a.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzVjZTZjNTRhLTI2MDktNDE0YS1iM2VkLTgxZTBmYjEwZWI2YS53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTc4MCwiZXhwIjoxOTQ0NjI5NzgwfQ.w5mve9A-QkJWJ_oNu6mfEDbS3-NSBFZobpxbJv2Qjuo,,2026-08-17 06:51:09.922226+00
3563f3db-645d-4aa0-81cb-a89723cbc38f,18da094d-7bfa-4077-932c-28123cfd0912,27218b51-d2ed-4d29-bb0a-c91875b47050,13,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/1f0ce157-f4bc-42c1-9868-3f6f8146a11e.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzFmMGNlMTU3LWY0YmMtNDJjMS05ODY4LTNmNmY4MTQ2YTExZS53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTY5NSwiZXhwIjoxOTQ0NjI5Njk1fQ.AfgBtGGg62FoSJAuq4qrnTXoDIDYFdXzngert24XDa8,,2026-08-17 06:51:25.635582+00
80e03e4f-ac04-411f-9a30-728bdb0d7517,18da094d-7bfa-4077-932c-28123cfd0912,0493a4bc-1ae1-4af5-88f2-ca3c50372c7c,14,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/525b38df-421a-4b40-a1d8-352231c146df.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzUyNWIzOGRmLTQyMWEtNGI0MC1hMWQ4LTM1MjIzMWMxNDZkZi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTcwOSwiZXhwIjoxOTQ0NjI5NzA5fQ.H2cAUY06fEzk2mlC23Bs1ld7PFybCjqkqyMh6MPSW8Q,,2026-08-17 06:50:50.202127+00
c9c4f99d-29a4-4f96-8a91-d804ac3c8479,18da094d-7bfa-4077-932c-28123cfd0912,b022f211-917d-4165-9bb0-b1e6c6730cb3,24,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/5925c3cf-27a9-4644-b040-b5d61de4621f.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzU5MjVjM2NmLTI3YTktNDY0NC1iMDQwLWI1ZDYxZGU0NjIxZi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTczNCwiZXhwIjoxOTQ0NjI5NzM0fQ.fvpyUTNu_tzB8W11ISJXTZQoaaKueQVI7g8bwZC3DeY,,2026-08-17 06:51:04.099233+00
0c6b8716-0049-4b84-bdc5-f40abfb55e0d,18da094d-7bfa-4077-932c-28123cfd0912,6e4d079f-2ede-47f6-9e1c-9921d8ae565a,25,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/32eb8eb8-9e1b-4f95-988f-368f39c5444f.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zLzMyZWI4ZWI4LTllMWItNGY5NS05ODhmLTM2OGYzOWM1NDQ0Zi53ZWJwIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njk0OTc0MiwiZXhwIjoxOTQ0NjI5NzQyfQ.IXL5evMwgmGnQArGe6ABlsz2PPgiD7AUxE7rc6LyQSk,,2026-08-17 06:50:43.629587+00
2d21335b-0f89-4797-88da-54d109014064,5087f15f-2ab8-4f32-9d52-cdec449664b1,256a3e19-e343-4820-a00d-c6e652b16841,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/player-photos/a729465a-8ffd-4af6-911e-9bbab5b455ce.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwbGF5ZXItcGhvdG9zL2E3Mjk0NjVhLThmZmQtNGFmNi05MTFlLTliYmFiNWI0NTVjZS5qcGVnIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NzExMDgzNiwiZXhwIjoxOTQ0NzkwODM2fQ.HSXmgfUodSHmqO51MFne0rc-lgAploTL330tCdMtJ6o,,2026-08-17 00:07:49.243797+00
