id,name,city,country,created_at,capacity,description,image_url,country_code,updated_at
17680660-2a45-43ba-9ef6-f5a09b63371b,Al Kuwait Sports Club Stadium,Kaifan ,Kuwait,2026-08-15 05:32:24.785419+00,19350,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/aa6789a0-0edf-4d87-a9b3-afcaca0b902d.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy9hYTY3ODlhMC0wZWRmLTRkODctYTliMy1hZmNhY2EwYjkwMmQuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NzE5NDIsImV4cCI6MTk0NDQ1MTk0Mn0.cW84JNOkBM6NxAAIvJUALhWgWWHxkpqVYqKK99DrMA8,KW,2026-08-15 05:32:24.785419+00
c393cb15-458f-4cf9-b657-7ab2dc374087,Jaber Al Mubarak Stadium,Sulaibikhat,Kuwait,2026-08-11 23:45:44.500482+00,16000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/e06f51cc-e098-4287-bc67-ff44f8597c80.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy9lMDZmNTFjYy1lMDk4LTQyODctYmM2Ny1mZjQ0Zjg1OTdjODAuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY0OTE5NjIsImV4cCI6MTk0NDE3MTk2Mn0.ukSn8GCyMwSFRyL1T5alVPI5FUde6_HbF-YcUXuYjGs,KW,2026-08-12 04:32:50.488155+00
5d317957-0820-4724-95ab-6a3a754d1ae4,Sabah Al Salem Stadium,Mansouriya,Kuwait,2026-08-10 22:53:38.663186+00,26000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/f63acbdb-cd84-4794-b468-3ba820228de7.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy9mNjNhY2JkYi1jZDg0LTQ3OTQtYjQ2OC0zYmE4MjAyMjhkZTcuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NDQ5NjUsImV4cCI6MTk0NDQyNDk2NX0.tcF_v28gPVEvy21IJCm3IG5c3mJdOxbulSRvfLfSLFM,KW,2026-08-14 22:02:48.398877+00
7d7965a5-9ae6-4a3b-bcc7-9f7ed75cd46e,Nasser Al Ossami Stadium,Khaitan,Kuwait,2026-08-14 22:06:53.043974+00,11000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/8a4cbaeb-e88c-4f3a-9a20-7021d8747b1d.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy84YTRjYmFlYi1lODhjLTRmM2EtOWEyMC03MDIxZDg3NDdiMWQucG5nIiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4Njc0NTIwOSwiZXhwIjoxOTQ0NDI1MjA5fQ.-4dGKsTL3aqN44gR0RC9V9pwIFnONgzZuEWXfmDKB2w,KW,2026-08-14 22:06:53.043974+00
bf0ed1bf-7308-4491-ab17-fa1676b0321f,Ali Sabah Al Salem,Al-Ardiya,Kuwait,2026-08-14 22:36:03.296415+00,11000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/cc42af4b-a551-4c0b-80ae-d5c90a8232ef.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy9jYzQyYWY0Yi1hNTUxLTRjMGItODBhZS1kNWM5MGE4MjMyZWYuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NDY5NjEsImV4cCI6MTk0NDQyNjk2MX0.x6O6yFKl4tLlqvjdN3jc6NZRMs03jLDGJzSmTXSGwBA,KW,2026-08-14 22:36:03.296415+00
bf526348-123b-4f6d-91e5-bd9ae0994693,Jaber Al Ahmad International Stadium,Al Ardiya,Kuwait,2026-08-14 22:33:55.507965+00,60000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/5b936469-4f49-4adc-8524-f7017f2944c4.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy81YjkzNjQ2OS00ZjQ5LTRhZGMtODUyNC1mNzAxN2YyOTQ0YzQuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NDY4MzMsImV4cCI6MTk0NDQyNjgzM30.v6ogejF2r7tD7ogxMJu56PHkpX293NdA2O5fd8PkEto,KW,2026-08-15 02:10:13.452351+00
8d3e0456-d0ba-4267-9944-824046998885,Mohammed Al Hamad Stadium,Hawally,Kuwait,2026-08-15 00:19:52.5167+00,22000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/0f905efe-4b0a-4f7c-9d04-2c3716b8bb07.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy8wZjkwNWVmZS00YjBhLTRmN2MtOWQwNC0yYzM3MTZiOGJiMDcuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NTMxOTAsImV4cCI6MTk0NDQzMzE5MH0.XB5mzfbKwexwaqI2_AAB275n3qE5b-rDIOmEcwF0DBw,KW,2026-08-15 02:10:21.613918+00
f3bf5946-8b9a-45b3-9f45-ffb7d32c619a,Thamir Stadium,Salmiya,Kuwait,2026-08-15 05:35:17.141845+00,16105,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/79ea2e04-0947-4dbf-b7c8-f720aeaac905.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy83OWVhMmUwNC0wOTQ3LTRkYmYtYjdjOC1mNzIwYWVhYWM5MDUuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NzIxMTQsImV4cCI6MTk0NDQ1MjExNH0.A5RrteX0LHiZYQAwPJfyA7p1dddgMcKmsUrDmSJ9iw8,KW,2026-08-15 05:35:17.141845+00
566a81bd-df8b-4877-b7e5-79bc9bf3ec20,Farwaniya Stadium,Farwaniya,Kuwait,2026-08-15 05:36:30.085855+00,14000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/4cdae84c-7d74-47f2-b577-2a57a015e377.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy80Y2RhZTg0Yy03ZDc0LTQ3ZjItYjU3Ny0yYTU3YTAxNWUzNzcuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NzIxODcsImV4cCI6MTk0NDQ1MjE4N30.vuabuN76AorwO5XzFs4m9_t6lVkloEe60FY36_d4QAk,KW,2026-08-15 05:36:30.085855+00
70487c47-d53e-4005-9cb6-90d15986f0a7,Abu Halifa City Stadium,Abu Halifa,Kuwait,2026-08-15 05:37:27.768204+00,2000,,https://ontmfbptthwipfzlywwh.supabase.co/storage/v1/object/sign/competition-logos/6f21a357-4313-4569-b780-57a9ea048ba3.jpeg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hODVlNGZkYi1iOWRjLTQ2NWUtOGNiNy0xZjRiZmY0OWJiMjciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjb21wZXRpdGlvbi1sb2dvcy82ZjIxYTM1Ny00MzEzLTQ1NjktYjc4MC01N2E5ZWEwNDhiYTMuanBlZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODY3NzIyNDUsImV4cCI6MTk0NDQ1MjI0NX0.ykqTya70q_-Jeg8T3SSnFpAv310HREc_a4e2ISunnYM,KW,2026-08-15 05:37:27.768204+00
